token,frequency,total,idf
studios,73997,5940667,4.38555214377314
1914,73944,5940667,4.386268645652502
percent,73887,5940667,4.387039796531881
interested,73865,5940667,4.387337592841408
1927,73864,5940667,4.387351131144652
contain,73849,5940667,4.3875542276906785
theater,73826,5940667,4.387865722529831
separated,73765,5940667,4.388692331245449
jones,73741,5940667,4.389017741740097
operate,73740,5940667,4.389031302808981
interests,73625,5940667,4.390592053643228
ocean,73621,5940667,4.390646384490939
blood,73611,5940667,4.390782224525923
electric,73531,5940667,4.391869609608126
straight,73495,5940667,4.392359318921028
core,73483,5940667,4.392522608665434
programme,73416,5940667,4.393434800098267
tells,73401,5940667,4.393639136109114
leads,73355,5940667,4.394266027023372
squad,73350,5940667,4.3943341910259885
64,73339,5940667,4.394484168188838
biggest,73306,5940667,4.39493423468353
districts,73291,5940667,4.395138877344053
el,73254,5940667,4.395643841700206
partnership,73213,5940667,4.396203694787535
1931,73176,5940667,4.396709197260916
anniversary,73141,5940667,4.397187610578132
mind,73136,5940667,4.39725597402559
represents,73133,5940667,4.397296994337488
finds,73133,5940667,4.397296994337488
occur,73132,5940667,4.39731066814872
b.,73073,5940667,4.398117754133504
registered,73068,5940667,4.398186181200542
1922,73060,5940667,4.3982956742478425
faculty,73033,5940667,4.3986653018180535
bbc,73031,5940667,4.398692687073834
funding,73004,5940667,4.399062461447205
retained,73001,5940667,4.399103555930276
orders,72987,5940667,4.399295352516885
causes,72909,5940667,4.400364607430405
twenty,72899,5940667,4.400501774115576
engine,72876,5940667,4.400817328911541
publications,72866,5940667,4.400954557713336
steve,72719,5940667,4.402973997215445
arthur,72695,5940667,4.4033040892315904
avenue,72647,5940667,4.403964600326045
selection,72621,5940667,4.40432255941239
properties,72571,5940667,4.405011302621059
jim,72543,5940667,4.40539720612241
purposes,72538,5940667,4.405466133135623
evening,72536,5940667,4.405493705271224
installed,72470,5940667,4.406404012493789
machine,72466,5940667,4.406459209270311
ideas,72419,5940667,4.407107999713058
1917,72416,5940667,4.407149426163852
associate,72357,5940667,4.407964495317166
consecutive,72247,5940667,4.409485891975869
nor,72246,5940667,4.409499733476842
literary,72239,5940667,4.409596629348462
assumed,72226,5940667,4.409776603737208
stephen,72192,5940667,4.41024745917944
metropolitan,72146,5940667,4.4108848519873955
olympic,72137,5940667,4.411009606809678
advance,72133,5940667,4.411065058393528
admitted,72120,5940667,4.411245297279863
qualified,72085,5940667,4.411730717351112
stood,72044,5940667,4.4122996521401685
crown,72043,5940667,4.41231353264292
grounds,72043,5940667,4.41231353264292
opposite,72039,5940667,4.412369056580692
plus,71962,5940667,4.413438493700417
republican,71923,5940667,4.413980593307118
conservative,71862,5940667,4.414829082421554
crime,71860,5940667,4.414856913929606
mr.,71821,5940667,4.415399783215842
ceremony,71783,5940667,4.415929016397187
musician,71698,5940667,4.417113842401239
1925,71567,5940667,4.418942621747346
sale,71540,5940667,4.419319961784107
ships,71519,5940667,4.419613546950379
contrast,71515,5940667,4.419669477708116
episodes,71509,5940667,4.419753379710626
32,71509,5940667,4.419753379710626
bob,71460,5940667,4.420438843019715
roughly,71452,5940667,4.420550800028341
trees,71352,5940667,4.421951321251073
berlin,71298,5940667,4.422708419079035
attend,71295,5940667,4.422750496880897
corps,71291,5940667,4.42280660337103
residence,71271,5940667,4.423087183050485
x,71257,5940667,4.423283635677969
formally,71257,5940667,4.423283635677969
baseball,71238,5940667,4.423550311703269
drawn,71185,5940667,4.42429457354927
formal,71160,5940667,4.424645832817345
experienced,71113,5940667,4.425306534450258
voted,71090,5940667,4.425630015673588
distinct,71089,5940667,4.425644082448568
operates,71089,5940667,4.425644082448568
headed,71068,5940667,4.42593953044132
d,71037,5940667,4.426375827552494
1923,71024,5940667,4.4265588475232995
learned,71022,5940667,4.426587007415168
density,70923,5940667,4.427981914119209
thousands,70811,5940667,4.429562339751905
1926,70776,5940667,4.430056735433895
composer,70730,5940667,4.430706884567081
selling,70687,5940667,4.43131501515004
hills,70656,5940667,4.431753664400404
walls,70639,5940667,4.431994295704866
medicine,70638,5940667,4.432008452290864
lyrics,70618,5940667,4.432291626104843
significantly,70614,5940667,4.432348270491399
hope,70611,5940667,4.432390755887051
1921,70587,5940667,4.432730704048231
progress,70575,5940667,4.432900721475426
involving,70544,5940667,4.433340066999397
illinois,70539,5940667,4.4334109472614
1912,70519,5940667,4.433694518560214
committed,70474,5940667,4.434332848144349
ahead,70398,5940667,4.435411841945437
outstanding,70363,5940667,4.435909138792168
santa,70357,5940667,4.435994414517063
equal,70354,5940667,4.436037055106647
picture,70305,5940667,4.4367337755722005
scale,70289,5940667,4.436961381303157
sections,70273,5940667,4.437189038850277
continuing,70219,5940667,4.437957765933088
liberal,70188,5940667,4.43839933936609
contributions,70164,5940667,4.438741336633445
request,70162,5940667,4.438769841685968
page,70159,5940667,4.438812600788318
meanwhile,70075,5940667,4.440010598564127
attached,70065,5940667,4.440153312992798
stayed,70056,5940667,4.440281773395056
adapted,69967,5940667,4.441552993294434
none,69960,5940667,4.4416530454645775
roads,69932,5940667,4.442053354279577
brand,69884,5940667,4.442739971002781
identity,69771,5940667,4.44435824495875
memory,69713,5940667,4.445189881610164
metres,69618,5940667,4.446553541021516
environmental,69615,5940667,4.44659663425373
covering,69584,5940667,4.447042039759697
sweden,69521,5940667,4.447947830411469
affected,69509,5940667,4.448120455025291
poet,69344,5940667,4.45049707026103
communications,69332,5940667,4.4506701355359155
extension,69287,5940667,4.451319397203951
collaboration,69284,5940667,4.451362696306946
models,69274,5940667,4.451507040192068
survey,69259,5940667,4.45172359509319
naval,69259,5940667,4.45172359509319
del,69240,5940667,4.451997965306971
stopped,69210,5940667,4.452431334761207
le,69180,5940667,4.452864892105956
skills,69138,5940667,4.453472188355047
appearing,69130,5940667,4.453587905657805
temple,69121,5940667,4.453718103631241
fish,69097,5940667,4.454065381123915
observed,69093,5940667,4.454123272432998
e,69074,5940667,4.454398301928026
occasionally,69029,5940667,4.455049989459689
restored,68977,5940667,4.455803579918958
launch,68952,5940667,4.4561660852698814
cold,68916,5940667,4.456688323944819
animals,68913,5940667,4.456731856147774
l.,68913,5940667,4.456731856147774
functions,68881,5940667,4.457196317598566
alliance,68778,5940667,4.458692769254052
reduce,68776,5940667,4.458721848742837
praised,68698,5940667,4.459856608891954
1910,68689,5940667,4.459987625655009
purchase,68678,5940667,4.460147780568831
jewish,68659,5940667,4.460424472212324
directors,68649,5940667,4.460570130149483
arranged,68621,5940667,4.460978085280077
williams,68601,5940667,4.461269583729911
georgia,68596,5940667,4.461342471621078
somewhat,68542,5940667,4.462129999553394
daughters,68496,5940667,4.462801346212389
ruled,68488,5940667,4.462918148174794
determine,68463,5940667,4.4632832422635955
aspects,68413,5940667,4.464013830565767
internet,68373,5940667,4.464598685757675
johnson,68368,5940667,4.46467181671331
address,68291,5940667,4.465798709316775
von,68262,5940667,4.466223452829345
premiered,68204,5940667,4.467073481459074
incident,68195,5940667,4.46720544723614
factory,68153,5940667,4.467821517898393
chair,68149,5940667,4.467880211094402
stock,68135,5940667,4.468085664413195
don,68131,5940667,4.468144373115309
foot,68123,5940667,4.4682618008606845
arrival,68109,5940667,4.4684673326013815
graduating,68089,5940667,4.468761022672362
investigation,68072,5940667,4.469010727067723
drew,68030,5940667,4.4696279112580095
eleven,67972,5940667,4.47048083994312
cd,67923,5940667,4.4712019849760285
advantage,67891,5940667,4.47167321770008
v,67854,5940667,4.472218357497734
rejected,67813,5940667,4.472822778635494
strength,67775,5940667,4.47338330023025
carrying,67749,5940667,4.473766996111703
duke,67738,5940667,4.4739293733142995
murder,67734,5940667,4.473988426107514
finding,67689,5940667,4.474653010434493
wild,67689,5940667,4.474653010434493
depending,67655,5940667,4.4751554338993715
rome,67592,5940667,4.476087062764435
everything,67563,5940667,4.476516199687895
sydney,67458,5940667,4.478071513619302
die,67422,5940667,4.478605321461159
killing,67410,5940667,4.478783320749632
exhibition,67367,5940667,4.479421411840233
bringing,67364,5940667,4.479465945021171
scenes,67297,5940667,4.480461036480891
fc,67210,5940667,4.481754649633105
adding,67116,5940667,4.4831542299875276
entering,67025,5940667,4.484511011492956
f.,67021,5940667,4.484570692498002
votes,67014,5940667,4.484675142828235
swedish,67005,5940667,4.4848094521427875
billboard,66992,5940667,4.485003486338192
poverty,66990,5940667,4.485033341094803
weight,66911,5940667,4.486213317482825
holy,66879,5940667,4.486691679103427
injured,66871,5940667,4.486811305271795
combat,66855,5940667,4.487050600548351
negative,66807,5940667,4.48776883014335
considerable,66726,5940667,4.48898201355022
respect,66642,5940667,4.490241686201942
reality,66637,5940667,4.490316716776936
assistance,66624,5940667,4.490511822622476
caught,66592,5940667,4.490992245403755
whilst,66562,5940667,4.491442851476537
worth,66481,5940667,4.492660503062988
1900,66405,5940667,4.4938043407627655
hour,66356,5940667,4.49454250938495
households,66347,5940667,4.49467815062914
guitar,66306,5940667,4.495296304780279
cancer,66303,5940667,4.495341550578083
disease,66285,5940667,4.495613068364166
windows,66264,5940667,4.495929932319016
screen,66239,5940667,4.496307282270288
extra,66237,5940667,4.496337476418664
gone,66156,5940667,4.4975611062194325
imperial,66127,5940667,4.497999560147218
philadelphia,66111,5940667,4.49824154807925
owners,66065,5940667,4.498937589748799
steel,66055,5940667,4.499088967284662
understanding,66042,5940667,4.4992857923456695
inc.,65962,5940667,4.500497876976352
delivered,65959,5940667,4.500543358741962
linked,65924,5940667,4.501074132243046
offering,65920,5940667,4.501134810013763
agriculture,65907,5940667,4.501332038199827
statement,65894,5940667,4.5015293052925225
debuted,65859,5940667,4.502060602505083
sell,65844,5940667,4.5022883877501405
electronic,65812,5940667,4.502774503090576
translated,65755,5940667,4.503640981821051
talk,65752,5940667,4.50368660676878
target,65737,5940667,4.50391476273719
broad,65734,5940667,4.503960400178154
oxford,65688,5940667,4.504660435208492
express,65671,5940667,4.504919267874619
r,65623,5940667,4.505650451358076
kill,65612,5940667,4.50581808956474
successor,65596,5940667,4.50606197713378
replacing,65579,5940667,4.506321172866125
convention,65540,5940667,4.506916052344311
huge,65525,5940667,4.507144946405509
township,65525,5940667,4.507144946405509
athletic,65506,5940667,4.5074349541156415
forming,65456,5940667,4.508198534427937
bodies,65456,5940667,4.508198534427937
prepared,65385,5940667,4.509283821256513
dating,65371,5940667,4.5094979605702505
whereas,65293,5940667,4.510691862628432
horse,65254,5940667,4.511289348609116
studying,65231,5940667,4.511641879555022
risk,65228,5940667,4.5116878710159485
productions,65208,5940667,4.511994534822823
g.,65202,5940667,4.51208655230621
ensure,65201,5940667,4.512101889376676
neither,65200,5940667,4.5121172266823715
popularity,65163,5940667,4.5126848724253135
helping,65147,5940667,4.51293044068685
seats,65126,5940667,4.513252840572964
lands,65122,5940667,4.513314261861602
contest,65059,5940667,4.514282145115198
plot,65035,5940667,4.514651109099275
powers,64965,5940667,4.515728032280279
lawyer,64963,5940667,4.515758818561915
singing,64957,5940667,4.515851183094
visiting,64940,5940667,4.516112928940279
stages,64931,5940667,4.516251528011887
filled,64882,5940667,4.51700646014237
ca,64849,5940667,4.517515205171882
responsibility,64764,5940667,4.518826802190473
surrounded,64669,5940667,4.520294743396491
philosophy,64658,5940667,4.520464854819883
ages,64634,5940667,4.520836107492526
pictures,64630,5940667,4.520897996340175
demand,64625,5940667,4.520975362786386
provincial,64610,5940667,4.521207498044905
techniques,64554,5940667,4.522074612775152
roof,64549,5940667,4.522152070309098
flying,64487,5940667,4.523113042514859
charged,64485,5940667,4.523144056998625
michigan,64458,5940667,4.523562846702519
concerns,64378,5940667,4.524804735775168
homes,64355,5940667,4.525162064513638
1915,64300,5940667,4.5260170643714055
beautiful,64286,5940667,4.52623481747136
passes,64276,5940667,4.526390384435472
threatened,64267,5940667,4.526530415398103
trip,64238,5940667,4.526981759711434
maria,64215,5940667,4.52733986734996
duties,64213,5940667,4.5273710132060065
organisation,64193,5940667,4.527682525131644
1911,64187,5940667,4.527775997635218
bottom,64173,5940667,4.527994134127201
require,64147,5940667,4.528399371040478
fast,64144,5940667,4.528446139714828
argued,64138,5940667,4.528539683625967
walter,64133,5940667,4.528617643570187
raise,64121,5940667,4.528804772237286
palace,64016,5940667,4.5304436435001
persons,64001,5940667,4.530677987377376
musicians,63994,5940667,4.530787366650113
communication,63983,5940667,4.530959272539876
5th,63980,5940667,4.531006161093607
influential,63964,5940667,4.531256270517783
bands,63950,5940667,4.531475167590127
feel,63934,5940667,4.531725394359442
1913,63921,5940667,4.53192874972364
wins,63919,5940667,4.531960038835032
link,63861,5940667,4.532867849196329
eye,63843,5940667,4.533149751096335
count,63838,5940667,4.53322807128497
